Packet_count,Satellite_Status,Error_Code,Mission_Time,Pressure1,Pressure2,Altitude1,Altitude2,Altitude_Difference,Descent_rate,Temperature,Battery_Voltage,Gps_Latitude,Gps_Longitude,Gps_Altitude,Pitch,Roll,Yaw,LNLN,Iot_Data,Team_Number
837, 1, 11011, 19/9/2024; 12:9:8, 90904.76, 90930.22, 3.08, 2.6, 0.48, -0.86, 37.23, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
838, 1, 11011, 19/9/2024; 12:9:9, 90896.42, 90929.55, 3.85, 2.66, 1.19, 0.77, 37.25, 3.80, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
839, 1, 11011, 19/9/2024; 12:9:10, 90896.9, 90927.67, 3.81, 2.84, 0.97, -0.04, 37.26, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
840, 1, 11011, 19/9/2024; 12:9:11, 90897.86, 90929.22, 3.72, 2.69, 1.03, -0.09, 37.27, 3.81, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
841, 1, 11011, 19/9/2024; 12:9:12, 90900.29, 90931.09, 3.49, 2.52, 0.97, -0.23, 37.3, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
842, 1, 11011, 19/9/2024; 12:9:13, 90900.77, 90932.94, 3.45, 2.35, 1.1, -0.04, 37.3, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
843, 1, 11011, 19/9/2024; 12:9:14, 90901.75, 90928.69, 3.36, 2.74, 0.62, -0.09, 37.33, 3.80, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
844, 1, 11011, 19/9/2024; 12:9:15, 90896.35, 90930.03, 3.86, 2.62, 1.24, 0.5, 37.34, 3.78, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
845, 1, 11011, 19/9/2024; 12:9:16, 90905.64, 90930.02, 3.0, 2.62, 0.38, -0.86, 37.36, 3.81, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
846, 1, 11011, 19/9/2024; 12:9:17, 90901.22, 90930.3, 3.41, 2.59, 0.82, 0.41, 37.38, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
847, 1, 11011, 19/9/2024; 12:9:18, 90897.27, 90930.44, 3.77, 2.58, 1.19, 0.36, 37.41, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
848, 1, 11011, 19/9/2024; 12:9:19, 90906.58, 90931.16, 2.91, 2.51, 0.4, -0.86, 37.41, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
849, 1, 11011, 19/9/2024; 12:9:20, 90898.73, 90929.0, 3.64, 2.71, 0.93, 0.73, 37.44, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
850, 1, 11011, 19/9/2024; 12:9:21, 90895.76, 90930.09, 3.92, 2.61, 1.31, 0.28, 37.45, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
851, 1, 11011, 19/9/2024; 12:9:22, 90901.14, 90930.6, 3.42, 2.56, 0.86, -0.5, 37.48, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
852, 1, 11011, 19/9/2024; 12:9:23, 90902.59, 90930.47, 3.28, 2.58, 0.7, -0.14, 37.47, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
853, 1, 11011, 19/9/2024; 12:9:24, 90902.57, 90929.45, 3.28, 2.67, 0.61, 0.0, 37.51, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
854, 1, 11011, 19/9/2024; 12:9:25, 90902.07, 90931.38, 3.33, 2.49, 0.84, 0.05, 37.52, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
855, 1, 11011, 19/9/2024; 12:9:26, 90906.48, 90930.9, 2.92, 2.54, 0.38, -0.41, 37.55, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
856, 1, 11011, 19/9/2024; 12:9:27, 90902.05, 90932.65, 3.33, 2.37, 0.96, 0.41, 37.56, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
857, 1, 11011, 19/9/2024; 12:9:28, 90900.05, 90930.91, 3.52, 2.54, 0.98, 0.19, 37.58, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
858, 1, 11011, 19/9/2024; 12:9:29, 90898.08, 90932.44, 3.7, 2.39, 1.31, 0.18, 37.59, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
859, 1, 11011, 19/9/2024; 12:9:30, 90902.98, 90930.65, 3.25, 2.56, 0.69, -0.45, 37.62, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.06, 335592
860, 1, 11011, 19/9/2024; 12:9:31, 90905.88, 90930.54, 2.98, 2.57, 0.41, -0.27, 37.62, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.06, 335592
861, 1, 11011, 19/9/2024; 12:9:32, 90900.48, 90930.31, 3.48, 2.59, 0.89, 0.5, 37.64, 3.94, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.05, 335592
862, 1, 11011, 19/9/2024; 12:9:33, 90899.48, 90930.38, 3.57, 2.58, 0.99, 0.09, 37.66, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.04, 335592
863, 1, 11011, 19/9/2024; 12:9:34, 90906.81, 90931.08, 2.89, 2.52, 0.37, -0.68, 37.7, 3.94, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.02, 335592
864, 1, 11011, 19/9/2024; 12:9:35, 90905.81, 90932.92, 2.98, 2.35, 0.63, 0.09, 37.7, 3.94, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.02, 335592
865, 1, 11011, 19/9/2024; 12:9:36, 90897.45, 90933.55, 3.76, 2.29, 1.47, 0.78, 37.71, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.01, 335592
866, 1, 11011, 19/9/2024; 12:9:37, 90904.31, 90928.4, 3.12, 2.77, 0.35, -0.64, 37.73, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 27.99, 335592
867, 1, 11011, 19/9/2024; 12:9:38, 90902.33, 90931.33, 3.31, 2.5, 0.81, 0.19, 37.76, 3.94, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 27.98, 335592
868, 1, 11011, 19/9/2024; 12:9:39, 90900.83, 90934.11, 3.45, 2.24, 1.21, 0.14, 37.77, 3.94, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.0, 335592
869, 1, 11011, 19/9/2024; 12:9:40, 90897.87, 90932.91, 3.72, 2.35, 1.37, 0.27, 37.78, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.01, 335592
870, 1, 11011, 19/9/2024; 12:9:41, 90899.82, 90930.66, 3.54, 2.56, 0.98, -0.18, 37.8, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.01, 335592
871, 1, 11011, 19/9/2024; 12:9:42, 90905.18, 90931.27, 3.04, 2.5, 0.54, -0.5, 37.82, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.02, 335592
872, 1, 11011, 19/9/2024; 12:9:43, 90898.79, 90931.97, 3.63, 2.44, 1.19, 0.59, 37.84, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.02, 335592
873, 1, 11011, 19/9/2024; 12:9:44, 90904.67, 90932.34, 3.09, 2.4, 0.69, -0.54, 37.85, 3.94, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.01, 335592
