Packet_count,Satellite_Status,Error_Code,Mission_Time,Pressure1,Pressure2,Altitude1,Altitude2,Altitude_Difference,Descent_rate,Temperature,Battery_Voltage,Gps_Latitude,Gps_Longitude,Gps_Altitude,Pitch,Roll,Yaw,LNLN,Iot_Data,Team_Number
717, 1, 11011, 19/9/2024; 12:7:8, 90903.41, 90930.0, 3.21, 2.62, 0.59, -0.77, 34.91, 3.75, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.1, 335592
718, 1, 11011, 19/9/2024; 12:7:9, 90901.48, 90931.1, 3.38, 2.52, 0.86, 0.17, 34.94, 3.75, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.11, 335592
719, 1, 11011, 19/9/2024; 12:7:10, 90898.6, 90928.44, 3.65, 2.76, 0.89, 0.27, 34.96, 3.73, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.12, 335592
720, 1, 11011, 19/9/2024; 12:7:11, 90900.56, 90929.45, 3.47, 2.67, 0.8, -0.18, 34.97, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.12, 335592
721, 1, 11011, 19/9/2024; 12:7:12, 90900.11, 90927.79, 3.51, 2.82, 0.69, 0.04, 35.0, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.14, 335592
722, 1, 11011, 19/9/2024; 12:7:13, 90901.1, 90929.04, 3.42, 2.71, 0.71, -0.09, 35.02, 3.73, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.15, 335592
723, 1, 11011, 19/9/2024; 12:7:14, 90905.02, 90933.11, 3.06, 2.33, 0.73, -0.36, 35.02, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.15, 335592
724, 1, 11011, 19/9/2024; 12:7:15, 90899.7, 90931.72, 3.55, 2.46, 1.09, 0.49, 35.06, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.16, 335592
725, 1, 11011, 19/9/2024; 12:7:16, 90903.63, 90928.86, 3.19, 2.73, 0.46, -0.36, 35.1, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.16, 335592
726, 1, 11011, 19/9/2024; 12:7:17, 90905.11, 90930.43, 3.05, 2.58, 0.47, -0.14, 35.08, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.19, 335592
727, 1, 11011, 19/9/2024; 12:7:18, 90909.04, 90931.01, 2.68, 2.53, 0.15, -0.37, 35.12, 3.75, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
728, 1, 11011, 19/9/2024; 12:7:19, 90898.33, 90931.91, 3.68, 2.44, 1.24, 1.0, 35.13, 3.70, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
729, 1, 11011, 19/9/2024; 12:7:20, 90898.83, 90931.84, 3.63, 2.45, 1.18, -0.05, 35.14, 3.73, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
730, 1, 11011, 19/9/2024; 12:7:21, 90902.28, 90931.36, 3.31, 2.49, 0.82, -0.32, 35.16, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.16, 335592
731, 1, 11011, 19/9/2024; 12:7:22, 90905.73, 90931.35, 2.99, 2.49, 0.5, -0.32, 35.2, 3.75, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.18, 335592
732, 1, 11011, 19/9/2024; 12:7:23, 90900.88, 90930.88, 3.44, 2.54, 0.9, 0.45, 35.21, 3.80, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.16, 335592
733, 1, 11011, 19/9/2024; 12:7:24, 90896.5, 90929.03, 3.85, 2.71, 1.14, 0.41, 35.23, 3.73, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.17, 335592
734, 1, 11011, 19/9/2024; 12:7:25, 90903.85, 90929.13, 3.17, 2.7, 0.47, -0.68, 35.27, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.16, 335592
735, 1, 11011, 19/9/2024; 12:7:26, 90897.03, 90930.49, 3.8, 2.57, 1.23, 0.63, 35.28, 3.71, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.16, 335592
736, 1, 11011, 19/9/2024; 12:7:27, 90892.17, 90932.44, 4.25, 2.39, 1.86, 0.45, 35.3, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.16, 335592
737, 1, 11011, 19/9/2024; 12:7:28, 90908.3, 90930.56, 2.75, 2.57, 0.18, -1.49, 35.32, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.18, 335592
738, 1, 11011, 19/9/2024; 12:7:29, 90892.22, 90929.85, 4.24, 2.63, 1.61, 1.49, 35.34, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.19, 335592
739, 1, 11011, 19/9/2024; 12:7:30, 90901.02, 90930.22, 3.43, 2.6, 0.83, -0.81, 35.34, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
740, 1, 11011, 19/9/2024; 12:7:31, 90901.05, 90930.69, 3.42, 2.56, 0.86, -0.01, 35.38, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
741, 1, 11011, 19/9/2024; 12:7:32, 90899.11, 90930.12, 3.6, 2.61, 0.99, 0.18, 35.39, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
742, 1, 11011, 19/9/2024; 12:7:33, 90906.45, 90930.45, 2.92, 2.58, 0.34, -0.68, 35.41, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
743, 1, 11011, 19/9/2024; 12:7:34, 90896.71, 90928.27, 3.83, 2.78, 1.05, 0.91, 35.44, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.25, 335592
744, 1, 11011, 19/9/2024; 12:7:35, 90899.65, 90927.35, 3.55, 2.87, 0.68, -0.28, 35.46, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.29, 335592
745, 1, 11011, 19/9/2024; 12:7:36, 90901.14, 90929.84, 3.42, 2.63, 0.79, -0.13, 35.47, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.29, 335592
746, 1, 11011, 19/9/2024; 12:7:37, 90899.69, 90927.52, 3.55, 2.85, 0.7, 0.13, 35.48, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
747, 1, 11011, 19/9/2024; 12:7:38, 90908.02, 90927.33, 2.78, 2.87, 0.09, -0.77, 35.52, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.32, 335592
748, 1, 11011, 19/9/2024; 12:7:39, 90897.77, 90929.18, 3.73, 2.7, 1.03, 0.95, 35.53, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.33, 335592
749, 1, 11011, 19/9/2024; 12:7:40, 90897.79, 90930.34, 3.73, 2.59, 1.14, 0.0, 35.55, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.32, 335592
750, 1, 11011, 19/9/2024; 12:7:41, 90894.39, 90929.13, 4.04, 2.7, 1.34, 0.31, 35.58, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.31, 335592
751, 1, 11011, 19/9/2024; 12:7:42, 90900.75, 90929.39, 3.45, 2.68, 0.77, -0.59, 35.59, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.34, 335592
752, 1, 11011, 19/9/2024; 12:7:43, 90899.79, 90929.74, 3.54, 2.64, 0.9, 0.09, 35.61, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.34, 335592
753, 1, 11011, 19/9/2024; 12:7:44, 90893.44, 90930.58, 4.13, 2.57, 1.56, 0.59, 35.63, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.34, 335592
754, 1, 11011, 19/9/2024; 12:7:45, 90892.5, 90930.51, 4.22, 2.57, 1.65, 0.09, 35.65, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.35, 335592
755, 1, 11011, 19/9/2024; 12:7:46, 90900.32, 90930.82, 3.49, 2.54, 0.95, -0.73, 35.66, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.36, 335592
756, 1, 11011, 19/9/2024; 12:7:47, 90896.92, 90929.7, 3.81, 2.65, 1.16, 0.32, 35.7, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
757, 1, 11011, 19/9/2024; 12:7:48, 90896.45, 90929.32, 3.85, 2.68, 1.17, 0.04, 35.71, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
758, 1, 11011, 19/9/2024; 12:7:49, 90896.95, 90929.08, 3.8, 2.71, 1.09, -0.05, 35.73, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
759, 1, 11011, 19/9/2024; 12:7:50, 90902.33, 90929.53, 3.31, 2.66, 0.65, -0.49, 35.75, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
760, 1, 11011, 19/9/2024; 12:7:51, 90901.37, 90930.72, 3.4, 2.55, 0.85, 0.09, 35.78, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
761, 1, 11011, 19/9/2024; 12:7:52, 90891.61, 90928.51, 4.3, 2.76, 1.54, 0.9, 35.79, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
762, 1, 11011, 19/9/2024; 12:7:53, 90897.47, 90929.77, 3.76, 2.64, 1.12, -0.54, 35.8, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
763, 1, 11011, 19/9/2024; 12:7:54, 90896.03, 90927.48, 3.89, 2.85, 1.04, 0.13, 35.82, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
764, 1, 11011, 19/9/2024; 12:7:55, 90898.48, 90927.13, 3.66, 2.89, 0.77, -0.23, 35.84, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
765, 1, 11011, 19/9/2024; 12:7:56, 90902.9, 90928.71, 3.25, 2.74, 0.51, -0.41, 35.86, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.37, 335592
766, 1, 11011, 19/9/2024; 12:7:57, 90891.66, 90927.86, 4.3, 2.82, 1.48, 1.05, 35.87, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.35, 335592
767, 1, 11011, 19/9/2024; 12:7:58, 90902.91, 90928.48, 3.25, 2.76, 0.49, -1.05, 35.9, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.34, 335592
768, 1, 11011, 19/9/2024; 12:7:59, 90902.93, 90928.25, 3.25, 2.78, 0.47, 0.0, 35.91, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.33, 335592
769, 1, 11011, 19/9/2024; 12:8:0, 90899.02, 90928.2, 3.61, 2.79, 0.82, 0.36, 35.94, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.32, 335592
770, 1, 11011, 19/9/2024; 12:8:1, 90898.54, 90927.02, 3.66, 2.9, 0.76, 0.05, 35.95, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.33, 335592
771, 1, 11011, 19/9/2024; 12:8:2, 90895.62, 90929.73, 3.93, 2.64, 1.29, 0.27, 35.98, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.32, 335592
772, 1, 11011, 19/9/2024; 12:8:3, 90911.27, 90929.29, 2.48, 2.69, 0.21, -1.45, 35.99, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.31, 335592
773, 1, 11011, 19/9/2024; 12:8:4, 90893.19, 90929.98, 4.15, 2.62, 1.53, 1.66, 36.02, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
774, 1, 11011, 19/9/2024; 12:8:5, 90897.6, 90930.23, 3.74, 2.6, 1.14, -0.41, 36.04, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
775, 1, 11011, 19/9/2024; 12:8:6, 90898.09, 90929.48, 3.7, 2.67, 1.03, -0.04, 36.05, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
776, 1, 11011, 19/9/2024; 12:8:7, 90901.04, 90931.59, 3.43, 2.47, 0.96, -0.27, 36.08, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
777, 1, 11011, 19/9/2024; 12:8:8, 90901.53, 90931.02, 3.38, 2.53, 0.85, -0.05, 36.09, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
778, 1, 11011, 19/9/2024; 12:8:9, 90895.67, 90930.52, 3.92, 2.57, 1.35, 0.54, 36.12, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
779, 1, 11011, 19/9/2024; 12:8:10, 90902.03, 90930.73, 3.33, 2.55, 0.78, -0.59, 36.14, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
780, 1, 11011, 19/9/2024; 12:8:11, 90904.48, 90927.52, 3.11, 2.85, 0.26, -0.22, 36.15, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
781, 1, 11011, 19/9/2024; 12:8:12, 90901.07, 90929.3, 3.42, 2.68, 0.74, 0.31, 36.17, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
782, 1, 11011, 19/9/2024; 12:8:13, 90898.13, 90929.0, 3.7, 2.71, 0.99, 0.28, 36.19, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.3, 335592
783, 1, 11011, 19/9/2024; 12:8:14, 90897.65, 90930.55, 3.74, 2.57, 1.17, 0.04, 36.21, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.28, 335592
784, 1, 11011, 19/9/2024; 12:8:15, 90901.08, 90930.31, 3.42, 2.59, 0.83, -0.32, 36.23, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
785, 1, 11011, 19/9/2024; 12:8:16, 90904.5, 90929.94, 3.1, 2.63, 0.47, -0.32, 36.26, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
786, 1, 11011, 19/9/2024; 12:8:17, 90896.68, 90931.5, 3.83, 2.48, 1.35, 0.73, 36.27, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
787, 1, 11011, 19/9/2024; 12:8:18, 90899.13, 90930.64, 3.6, 2.56, 1.04, -0.23, 36.3, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
788, 1, 11011, 19/9/2024; 12:8:19, 90898.64, 90932.06, 3.65, 2.43, 1.22, 0.05, 36.31, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
789, 1, 11011, 19/9/2024; 12:8:20, 90897.18, 90932.27, 3.78, 2.41, 1.37, 0.13, 36.34, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
790, 1, 11011, 19/9/2024; 12:8:21, 90904.03, 90934.17, 3.15, 2.23, 0.92, -0.63, 36.35, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
791, 1, 11011, 19/9/2024; 12:8:22, 90900.61, 90930.08, 3.47, 2.61, 0.86, 0.32, 36.36, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
792, 1, 11011, 19/9/2024; 12:8:23, 90908.44, 90930.69, 2.74, 2.56, 0.18, -0.73, 36.38, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
793, 1, 11011, 19/9/2024; 12:8:24, 90903.06, 90929.54, 3.24, 2.66, 0.58, 0.5, 36.4, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
794, 1, 11011, 19/9/2024; 12:8:25, 90898.16, 90929.28, 3.69, 2.69, 1.0, 0.45, 36.42, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
795, 1, 11011, 19/9/2024; 12:8:26, 90902.08, 90931.05, 3.33, 2.52, 0.81, -0.36, 36.45, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
796, 1, 11011, 19/9/2024; 12:8:27, 90904.04, 90927.26, 3.15, 2.87, 0.28, -0.18, 36.45, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
797, 1, 11011, 19/9/2024; 12:8:28, 90896.7, 90928.55, 3.83, 2.75, 1.08, 0.68, 36.47, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
798, 1, 11011, 19/9/2024; 12:8:29, 90901.59, 90931.59, 3.37, 2.47, 0.9, -0.46, 36.49, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
799, 1, 11011, 19/9/2024; 12:8:30, 90904.04, 90930.06, 3.15, 2.61, 0.54, -0.22, 36.52, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
800, 1, 11011, 19/9/2024; 12:8:31, 90899.14, 90931.33, 3.6, 2.5, 1.1, 0.45, 36.54, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
801, 1, 11011, 19/9/2024; 12:8:32, 90900.12, 90930.54, 3.51, 2.57, 0.94, -0.09, 36.55, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
802, 1, 11011, 19/9/2024; 12:8:33, 90902.56, 90930.09, 3.28, 2.61, 0.67, -0.23, 36.59, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
803, 1, 11011, 19/9/2024; 12:8:34, 90903.05, 90930.63, 3.24, 2.56, 0.68, -0.04, 36.59, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
804, 1, 11011, 19/9/2024; 12:8:35, 90899.62, 90930.27, 3.56, 2.59, 0.97, 0.32, 36.62, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
805, 1, 11011, 19/9/2024; 12:8:36, 90900.6, 90930.96, 3.47, 2.53, 0.94, -0.09, 36.62, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
806, 1, 11011, 19/9/2024; 12:8:37, 90904.02, 90929.16, 3.15, 2.7, 0.45, -0.32, 36.65, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
807, 1, 11011, 19/9/2024; 12:8:38, 90901.08, 90930.68, 3.42, 2.56, 0.86, 0.27, 36.66, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
808, 1, 11011, 19/9/2024; 12:8:39, 90898.63, 90927.95, 3.65, 2.81, 0.84, 0.23, 36.68, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
809, 1, 11011, 19/9/2024; 12:8:40, 90899.6, 90930.36, 3.56, 2.59, 0.97, -0.09, 36.71, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
810, 1, 11011, 19/9/2024; 12:8:41, 90893.24, 90930.98, 4.15, 2.53, 1.62, 0.59, 36.72, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
811, 1, 11011, 19/9/2024; 12:8:42, 90902.05, 90929.92, 3.33, 2.63, 0.7, -0.82, 36.74, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
812, 1, 11011, 19/9/2024; 12:8:43, 90908.89, 90930.1, 2.7, 2.61, 0.09, -0.63, 36.77, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
813, 1, 11011, 19/9/2024; 12:8:44, 90894.2, 90929.84, 4.06, 2.63, 1.43, 1.36, 36.79, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
814, 1, 11011, 19/9/2024; 12:8:45, 90903.01, 90928.38, 3.24, 2.77, 0.47, -0.82, 36.78, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
815, 1, 11011, 19/9/2024; 12:8:46, 90895.17, 90929.4, 3.97, 2.68, 1.29, 0.73, 36.81, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
816, 1, 11011, 19/9/2024; 12:8:47, 90897.12, 90929.45, 3.79, 2.67, 1.12, -0.18, 36.83, 3.80, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
817, 1, 11011, 19/9/2024; 12:8:48, 90903.97, 90929.69, 3.15, 2.65, 0.5, -0.64, 36.87, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
818, 1, 11011, 19/9/2024; 12:8:49, 90904.45, 90931.52, 3.11, 2.48, 0.63, -0.04, 36.88, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
819, 1, 11011, 19/9/2024; 12:8:50, 90900.04, 90928.4, 3.52, 2.77, 0.75, 0.41, 36.88, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.27, 335592
820, 1, 11011, 19/9/2024; 12:8:51, 90905.91, 90930.16, 2.97, 2.6, 0.37, -0.55, 36.9, 3.83, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.26, 335592
821, 1, 11011, 19/9/2024; 12:8:52, 90898.56, 90930.13, 3.66, 2.61, 1.05, 0.69, 36.94, 3.94, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.23, 335592
822, 1, 11011, 19/9/2024; 12:8:53, 90901.97, 90928.55, 3.34, 2.75, 0.59, -0.32, 36.95, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.23, 335592
823, 1, 11011, 19/9/2024; 12:8:54, 90891.19, 90929.88, 4.34, 2.63, 1.71, 1.0, 36.96, 3.96, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.25, 335592
824, 1, 11011, 19/9/2024; 12:8:55, 90889.72, 90930.24, 4.48, 2.6, 1.88, 0.14, 36.98, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.25, 335592
825, 1, 11011, 19/9/2024; 12:8:56, 90893.63, 90929.85, 4.11, 2.63, 1.48, -0.37, 37.0, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.25, 335592
826, 1, 11011, 19/9/2024; 12:8:57, 90899.49, 90929.48, 3.57, 2.67, 0.9, -0.54, 37.03, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.23, 335592
827, 1, 11011, 19/9/2024; 12:8:58, 90900.95, 90928.66, 3.43, 2.74, 0.69, -0.14, 37.03, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.23, 335592
828, 1, 11011, 19/9/2024; 12:8:59, 90896.04, 90929.45, 3.89, 2.67, 1.22, 0.46, 37.05, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.23, 335592
829, 1, 11011, 19/9/2024; 12:9:0, 90898.48, 90931.12, 3.66, 2.52, 1.14, -0.23, 37.09, 3.92, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.23, 335592
830, 1, 11011, 19/9/2024; 12:9:1, 90906.79, 90932.23, 2.89, 2.41, 0.48, -0.77, 37.09, 3.86, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.24, 335592
831, 1, 11011, 19/9/2024; 12:9:2, 90897.98, 90930.38, 3.71, 2.58, 1.13, 0.82, 37.1, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.26, 335592
832, 1, 11011, 19/9/2024; 12:9:3, 90899.43, 90930.48, 3.57, 2.58, 0.99, -0.14, 37.12, 3.91, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.26, 335592
833, 1, 11011, 19/9/2024; 12:9:4, 90902.36, 90930.45, 3.3, 2.58, 0.72, -0.27, 37.15, 3.81, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.26, 335592
834, 1, 11011, 19/9/2024; 12:9:5, 90902.34, 90928.72, 3.3, 2.74, 0.56, 0.0, 37.16, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.24, 335592
835, 1, 11011, 19/9/2024; 12:9:6, 90901.85, 90930.52, 3.35, 2.57, 0.78, 0.05, 37.18, 3.84, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.21, 335592
836, 1, 11011, 19/9/2024; 12:9:7, 90895.46, 90929.52, 3.94, 2.66, 1.28, 0.59, 37.2, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -2.5, 352.0, 0N0N, 28.2, 335592
